date,geography_name,geography_code,school_type_group,Institution,characteristic_type,Characteristic,Students at end of 16-18 study,Number of level 3 students,Number of A level students,Number of academic students,Number of applied general students,Number of tech level students,APS per A level entry,Average A level result,APS per academic entry,Average academic result,APS per applied general entry,Average applied general result,APS per tech level entry,Average tech level result,% achieving ≥ 2 substantial level 3 results,% achieving ≥ 2 A levels,% achieving ≥ 2 academic results,Number of students entered for ≥ 1 A level or applied A level,APS per 'Best 3' entries,APS per 'Best 3' entries (grade),% achieving 3 A* to A,% achieving ≥ AAB,Number of students entered for ≥ 1 A level,% achieving ≥ AAB for a minimum of 2 facilitating A levels,Number of students entered for any level 3 vocational (excluding applied generals),% level 3 vocational students (excluding applied generals) who entered tech levels,Number of students entered for any level 3 vocational (excluding tech levels),% level 3 vocational students (excluding tech levels) who entered applied general,Number of students with level 2 as highest entry,% level 2 students entered for technical certificate,Number of technical certificate students,APS per entry technical certificate students,Average technical certificate result
2017/18,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,2291,1229,1076,1082,280,91,29.5241,C,29.6315,C,28.5935,Merit+,29.0803,Merit+,74.858,68.309,68.115,767,28.2051,C-,6.258,10.952,757,8.851,555,16.396,710,40.141,400,42.75,176,5.8974,L2Merit
2017/18,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,5308,2626,2518,2535,309,44,34.1702,C+,34.1645,C+,26.711,Merit+,34.2169,Dist,82.483,80.302,79.763,2059,33.6944,C+,12.482,21.03,2057,15.168,1425,3.088,1626,19.004,1182,38.409,499,5.7503,L2Merit-
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,8150,4083,3668,3697,839,194,30.9142,C,30.959,C,27.6988,Merit+,30.3772,Dist-,75.435,71.483,71.085,2664,30.5393,C,9.084,15.428,2638,11.638,1533,12.655,2115,40.189,1246,36.758,480,5.8031,L2Merit-
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,4208,1764,1565,1567,180,167,30.3018,C,30.3471,C,31.2532,Dist-,34.0995,Dist,76.984,74.185,74.091,1167,29.9057,C,7.284,12.511,1162,8.348,1413,11.819,1426,12.623,753,39.177,289,5.5608,L2Merit-
2018/19,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,5091,2696,2020,2046,1103,301,28.4688,C,28.5204,C,29.5054,Merit+,29.0782,Merit+,81.528,72.921,72.141,1302,29.1833,C,5.53,10.522,1302,8.525,832,36.178,1563,71.081,676,3.698,34,6.0204,L2Merit
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,2052,1082,868,871,319,109,31.9202,C+,31.9668,C+,27.7101,Merit+,34.0484,Dist,82.81,76.037,75.89,621,30.5851,C,9.179,14.815,621,11.272,369,29.539,564,56.56,351,0.285,1,6.5,L2Dist-
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,5328,2576,2361,2371,407,48,35.4353,B-,35.4931,B-,28.9613,Merit+,39.2574,Dist+,85.481,83.27,82.919,2032,33.3268,C+,11.909,21.211,2032,15.6,1549,3.099,1821,22.35,1009,0.892,10,6.3462,L2Merit+
2018/19,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,8629,4294,3469,3508,1253,385,31.2646,C,31.3922,C,26.0966,Merit,31.316,Dist-,78.784,74.604,73.803,2526,30.2798,C,8.234,14.489,2526,10.372,1618,23.795,2382,53.484,1533,8.284,136,5.4414,L2Pass+
2018/19,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,4030,1630,1347,1361,139,212,33.1537,C+,33.1974,C+,26.0105,Merit,34.4878,Dist,76.564,79.733,78.913,1176,30.0737,C,6.548,12.925,1176,8.163,1433,14.794,1354,10.266,743,3.499,28,5.464,L2Pass+
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,73,3,2,3,0,0,32.8571,C+,33.3333,C+,NA,NA,NA,NA,66.667,100,66.667,2,31.6667,C,0,0,2,0,0,NA,0,NA,8,12.5,1,5,L2Pass
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,193,18,17,17,2,0,42.9524,B+,43.0189,B+,31.8,Dist-,NA,NA,94.444,100,100,16,43.125,B+,43.75,56.25,16,56.25,11,0,13,15.385,19,0,0,NA,NA
2019/20,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,515,83,56,58,30,5,37.6226,B-,37.8839,B-,27.0968,Merit+,27.9545,Merit+,60.241,64.286,62.069,33,39.1919,B,15.152,27.273,33,18.182,24,20.833,45,66.667,37,10.811,4,5.875,L2Merit
2019/20,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,159,7,6,6,1,0,40.5,B,39.5122,B,34,Dist,NA,NA,85.714,100,100,6,40.5556,B,33.333,50,6,16.667,5,0,5,20,22,0,0,NA,NA
2019/20,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,380,20,7,7,5,8,28.0952,C-,27.5229,C-,35.68,Dist,24.8,Merit,55,100,100,7,28.0952,C-,14.286,14.286,7,14.286,17,47.059,14,35.714,38,0,0,NA,NA
2020/21,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,59,6,6,6,0,0,47.0968,A-,47.0968,A-,NA,NA,NA,NA,83.333,83.333,83.333,5,48,A-,40,60,5,60,1,0,1,0,8,12.5,1,5,L2Pass
2020/21,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,94,8,5,5,2,1,45.1724,A-,45.1724,A-,31.6667,Dist-,25,Merit,62.5,80,80,5,38,B-,40,40,5,40,8,12.5,8,25,9,0,0,NA,NA
2020/21,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,170,12,5,6,4,2,39.2857,B,39.6732,B,31.2903,Dist-,28.3333,Merit+,58.333,100,83.333,4,39.1667,B,25,50,4,25,5,40,7,57.143,9,22.222,2,6.25,L2Merit+
2020/21,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,317,49,28,30,25,4,35.4198,B-,35.2219,B-,26.7674,Merit+,38.4848,Dist+,69.388,78.571,73.333,17,36.0784,B-,23.529,35.294,17,5.882,23,17.391,45,57.778,26,0,0,NA,NA
2020/21,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,78,5,4,4,2,0,33,C+,33,C+,21.3333,Merit-,NA,NA,100,100,100,3,33.3333,C+,0,0,3,0,6,0,8,25,4,25,1,5,L2Pass
2021/22,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,298,15,6,7,7,2,44.1935,B+,42.8125,B+,29.8387,Merit+,32.8,Dist-,73.333,83.333,71.429,4,45.8333,A-,50,50,4,25,5,40,10,70,2,50,1,5,L2Pass
2021/22,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,68,11,8,8,5,2,37,B-,36.5385,B-,39.2857,Dist+,44.2857,Dist*-,100,75,75,4,44.1667,B+,25,50,4,50,2,100,5,100,0,NA,0,NA,NA
2021/22,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,157,18,13,13,8,2,39.0625,B,39.0625,B,33.8571,Dist,41,Dist+,100,76.923,76.923,8,40,B,37.5,50,8,50,5,40,10,80,7,0,0,NA,NA
2021/22,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,474,68,38,39,24,11,34.1429,C+,34.0973,C+,30.5696,Dist-,24.2697,Merit,70.588,89.474,87.179,31,34.086,C+,19.355,25.806,31,16.129,23,47.826,36,69.444,21,14.286,3,5.5,L2Merit-
2021/22,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Prior Attainment,Unknown prior attainment,122,6,3,3,2,1,26.6667,C-,26.6667,C-,41,Dist+,30,Dist-,83.333,66.667,66.667,3,17.7778,D-,0,0,3,0,4,25,5,40,12,8.333,1,6,L2Merit
2017/18,Bradford,E08000032,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,921,579,419,420,295,41,26.4326,C-,26.5098,C-,29.7058,Merit+,30.9615,Dist-,77.547,57.041,57.619,215,27.5504,C-,4.186,9.767,215,7.442,147,27.891,367,80.381,53,1.887,3,5.8182,L2Merit-
2017/18,Calderdale,E08000033,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,270,183,160,161,56,5,26.1646,C-,26.3208,C-,29.3547,Merit+,23.3333,Merit-,73.224,63.75,63.975,106,23.9308,D+,3.774,5.66,105,3.81,49,10.204,93,60.215,21,47.619,10,6,L2Merit
2017/18,Kirklees,E08000034,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,157,122,107,107,37,5,26.9364,C-,26.9032,C-,25.686,Merit,34.5,Dist,80.328,67.29,67.29,63,29.7884,C,3.175,6.349,63,6.349,9,55.556,37,100,4,0,0,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,762,522,466,474,122,27,26.0233,C-,26.1019,C-,23.4324,Merit,28.5526,Merit+,67.433,61.373,60.549,291,25.3837,C-,4.467,9.278,291,6.873,116,23.276,197,62.437,16,68.75,12,5.9274,L2Merit
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,352,168,152,152,20,8,27.6146,C-,27.6787,C-,28.3294,Merit+,35.2,Dist,68.452,63.158,63.158,104,26.7949,C-,4.808,9.615,104,5.769,143,5.594,156,12.821,31,22.581,7,4.3077,L1Dist+
2018/19,Bradford,E08000032,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,869,576,404,408,282,61,25.4637,C-,25.589,C-,28.9829,Merit+,30.4035,Dist-,76.563,63.861,63.235,229,26.6521,C-,1.747,5.24,229,3.93,97,62.887,300,94.333,41,0,0,NA,NA
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,250,158,123,124,71,10,27.5636,C-,27.715,C-,27.2291,Merit+,31.9118,Dist-,79.747,60.163,59.677,67,24.9254,D+,1.493,8.955,67,5.97,26,38.462,83,85.542,17,0,0,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,182,138,106,108,64,1,27.7756,C-,27.7056,C-,29.3925,Merit+,25,Merit,77.536,66.038,64.815,65,28.359,C,4.615,6.154,65,4.615,12,8.333,67,95.522,3,0,0,NA,NA
2018/19,Leeds,E08000035,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,817,574,511,518,188,40,26.4458,C-,26.4775,C-,26.4217,Merit,29.1509,Merit+,78.397,64.188,63.32,294,26.7234,C-,1.701,4.422,294,3.401,77,51.948,214,89.252,22,9.091,2,6.25,L2Merit+
2018/19,Wakefield,E08000036,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,354,157,146,147,12,6,32.4032,C+,32.4076,C+,23.75,Merit,34.3137,Dist,67.516,64.384,63.946,115,27.0145,C-,6.087,13.913,115,7.826,130,4.615,135,8.889,50,0,0,NA,NA
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,226,138,107,109,77,1,35.7759,B-,35.6567,B-,34.0738,Dist,50,Dist*,95.652,72.897,71.56,55,34.7879,C+,18.182,21.818,55,18.182,6,16.667,81,95.062,6,0,0,NA,NA
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,160,122,99,100,55,11,29.6842,C,29.7513,C,30.4375,Dist-,32.3333,Dist-,91.803,79.798,79,61,29.6721,C,8.197,11.475,61,9.836,19,57.895,61,90.164,2,0,0,NA,NA
2019/20,Leeds,E08000035,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,696,459,403,409,161,42,33.5122,C+,33.5729,C+,28.7787,Merit+,34.5455,Dist,89.107,77.171,76.284,259,32.7156,C+,10.811,19.691,259,13.9,75,56,193,84.974,24,16.667,4,5.5,L2Merit-
2019/20,Wakefield,E08000036,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,329,152,128,129,31,1,37.2934,B-,37.3747,B-,30.775,Dist-,40,Dist+,81.579,78.906,78.295,121,30.4959,C,7.438,14.876,121,9.091,121,0.826,141,21.986,34,0,0,NA,NA
2019/20,Bradford,E08000032,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,791,539,363,371,303,48,33.5564,C+,33.2753,C+,32.8735,Dist-,32.3574,Dist-,87.57,69.421,67.925,201,34.942,C+,9.95,18.408,201,13.93,84,57.143,324,94.136,41,0,0,NA,NA
2020/21,Calderdale,E08000033,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,161,127,103,104,72,1,35.1844,B-,35.2752,B-,36.0162,Dist,50,Dist*,96.85,79.612,78.846,55,34.4242,C+,16.364,21.818,55,16.364,2,50,73,98.63,0,NA,0,NA,NA
2020/21,Kirklees,E08000034,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,148,118,99,100,58,2,33.9407,C+,34.0224,C+,32.2949,Dist-,30,Dist-,98.305,77.778,77,59,34.4633,C+,13.559,18.644,59,11.864,4,50,60,96.667,2,0,0,NA,NA
2020/21,Bradford,E08000032,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,665,488,345,349,279,33,37.0063,B-,36.9864,B-,34.4397,Dist,27.8824,Merit+,89.549,74.783,73.926,195,36.5983,B-,15.897,23.59,195,16.923,132,25,353,79.32,25,0,0,NA,NA
2020/21,Leeds,E08000035,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,551,405,367,375,157,32,36.2178,B-,36.1102,B-,32.7115,Dist-,33.9241,Dist,96.296,83.924,82.133,225,36.8,B-,15.556,26.222,225,18.667,40,80,165,96.97,10,20,2,7.5,L2Dist*-
2020/21,Wakefield,E08000036,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,272,157,128,128,45,9,37.1141,B-,37.1272,B-,31.1585,Dist-,32.1519,Dist-,84.713,78.906,78.906,103,31.4239,C,8.738,18.447,103,7.767,97,9.278,129,34.884,18,0,0,NA,NA
2021/22,Bradford,E08000032,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,775,618,377,381,430,53,32.6433,C+,32.6474,C+,32.4179,Dist-,30.1515,Dist-,96.602,69.496,68.766,174,33.8506,C+,6.897,16.092,174,9.77,80,66.25,439,97.95,6,0,0,NA,NA
2021/22,Calderdale,E08000033,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,196,155,119,122,97,0,30.8588,C,30.7932,C,33.9425,Dist,NA,NA,100,78.992,77.049,58,29.2529,C,5.172,13.793,58,6.897,0,NA,97,100,0,NA,0,NA,NA
2021/22,Kirklees,E08000034,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,155,111,99,99,54,2,28.9868,C,29.0985,C,29.8729,Merit+,36.6667,Dist,90.991,67.677,67.677,59,28.7006,C,11.864,18.644,59,13.559,6,33.333,57,94.737,0,NA,0,NA,NA
2021/22,Leeds,E08000035,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,600,447,390,393,188,34,31.0811,C,31.0562,C,29.6727,Merit+,36.5741,Dist,98.21,81.538,80.916,242,31.9835,C+,8.264,16.116,242,9.917,37,91.892,190,98.947,0,NA,0,NA,NA
2021/22,Wakefield,E08000036,State-funded institutions,All state-funded schools,Disadvantage,Disadvantaged,305,183,110,110,103,23,37.8363,B-,37.7619,B-,35.4889,Dist,36.4063,Dist,95.628,83.636,83.636,68,35.1471,B-,10.294,17.647,68,16.176,52,44.231,131,78.626,4,0,0,NA,NA
2017/18,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,1961,641,453,461,310,51,25.6548,C-,25.697,C-,29.8024,Merit+,30.9028,Dist-,75.039,58.057,57.701,243,26.4472,C-,3.704,9.053,243,6.584,436,11.697,659,47.041,423,35.934,152,5.1002,L2Pass
2017/18,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,667,208,159,160,61,29,26.2238,C-,26.3794,C-,28.4811,Merit+,25.7143,Merit,66.827,64.151,64.375,106,23.9308,D+,3.774,5.66,105,3.81,163,17.791,190,32.632,175,40,71,5.8874,L2Merit
2017/18,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,1341,380,347,353,66,5,31.722,C+,31.6876,C+,25.0057,Merit,34.5,Dist,76.579,74.063,72.805,258,31.9767,C+,8.14,13.566,258,11.628,364,1.374,406,16.256,413,37.046,162,5.7516,L2Merit-
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,2358,839,704,712,229,47,26.2751,C-,26.3586,C-,26.021,Merit,26.9963,Merit+,64.958,60.653,60.112,455,25.348,C-,5.275,9.67,451,5.987,377,12.467,539,42.672,470,31.915,155,5.7784,L2Merit-
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,1061,242,190,190,24,44,26.5877,C-,26.656,C-,26.5377,Merit,33.8832,Dist,66.116,62.632,62.632,129,26.3307,C-,3.876,7.752,129,4.651,301,14.618,280,8.571,246,37.398,90,5.6621,L2Merit-
2018/19,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,1689,672,437,443,319,93,24.4594,D+,24.572,D+,29.381,Merit+,28.302,Merit+,73.661,65.675,64.786,266,25.2632,C-,1.504,4.511,266,3.383,282,32.979,481,66.528,283,3.534,14,6.0424,L2Merit
2018/19,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,586,195,121,122,78,44,27.5584,C-,27.7103,C-,26.3779,Merit,33.9481,Dist,76.41,61.157,60.656,68,24.902,D+,1.471,8.824,68,5.882,135,32.593,166,46.988,143,0,0,NA,NA
2018/19,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,1265,353,304,308,93,6,31.9057,C+,31.8397,C+,28.7814,Merit+,37.931,Dist+,80.453,76.974,75.974,232,30,C,7.328,13.793,232,11.207,358,1.676,427,21.78,358,0.838,4,5.6429,L2Merit-
2018/19,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,2621,957,724,735,336,94,27.0722,C-,27.111,C-,25.0755,Merit,27.5075,Merit+,70.115,62.983,62.041,460,25.9493,C-,2.609,6.304,460,4.348,441,21.315,646,52.477,584,7.021,42,5.2251,L2Pass+
2018/19,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,1055,251,174,175,20,65,30.5912,C,30.6183,C,23.0986,Merit-,32.9412,Dist-,62.151,68.966,68.571,144,26.3657,C-,6.25,13.194,144,6.944,307,21.173,264,7.576,261,3.448,9,5.6667,L2Merit-
2019/20,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,577,167,107,109,83,24,35.7759,B-,35.6567,B-,34.2036,Dist,37.9279,Dist+,89.82,72.897,71.56,59,33.9548,C+,16.949,20.339,59,16.949,81,29.63,139,59.712,111,5.405,6,5,L2Pass
2019/20,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,1300,341,288,289,111,16,35.4147,B-,35.4547,B-,30.7727,Dist-,36.7273,Dist+,85.924,82.292,82.007,221,33.3937,C+,13.575,22.624,221,17.195,347,4.611,418,26.555,393,0,0,NA,NA
2019/20,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,2499,928,648,673,353,107,32.181,C+,32.1739,C+,26.8912,Merit+,29.3138,Merit+,72.845,70.216,67.756,429,30.1709,C,10.023,16.55,429,10.723,461,23.21,638,55.799,424,8.962,38,5.5327,L2Merit-
2019/20,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,936,223,138,139,39,55,36.7947,B-,36.8668,B-,28.745,Merit+,32.3838,Dist-,76.682,80.435,79.856,131,30.5852,C,6.87,14.504,131,9.16,280,19.643,254,15.354,198,8.586,18,5.9527,L2Merit
2019/20,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,1686,668,396,409,336,111,32.215,C+,32.0117,C+,33.1207,Dist-,27.9394,Merit+,82.635,72.222,69.927,240,32.8611,C+,8.75,15.833,240,12.083,266,41.729,480,70.417,300,6.333,19,5.6829,L2Merit-
2020/21,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,373,156,103,104,75,27,35.1844,B-,35.2752,B-,36.1533,Dist,35.448,Dist,91.667,79.612,78.846,55,34.4242,C+,16.364,21.818,55,16.364,71,38.028,117,64.103,45,2.222,1,5,L2Pass
2020/21,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,817,349,299,300,107,7,36.1067,B-,36.1412,B-,32.3084,Dist-,40.6061,Dist+,84.527,81.271,81,239,33.0404,C+,12.552,18.828,239,12.971,264,2.652,342,31.287,67,1.493,2,7,L2Dist
2020/21,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,1146,585,365,375,321,68,36.2956,B-,36.2507,B-,34.196,Dist,25.8882,Merit,86.496,75.89,73.867,215,35.6434,B-,14.419,21.395,215,15.349,247,27.53,472,68.22,115,4.348,5,4.5,L2Pass-
2020/21,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,1720,772,583,593,335,88,35.4591,B-,35.4494,B-,30.4313,Dist-,28.4859,Merit+,90.674,78.731,77.403,345,36.3382,B-,14.783,25.507,345,17.681,295,29.831,530,63.962,192,7.292,14,5.7069,L2Merit-
2020/21,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,570,213,144,144,59,41,36.1471,B-,36.1532,B-,29.6101,Merit+,31.0145,Dist-,85.446,81.25,81.25,114,31.1696,C,8.772,18.421,114,7.895,187,22.46,201,29.353,65,7.692,5,5.8,L2Merit-
2021/22,Bradford,E08000032,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,1565,768,390,395,502,124,32.1364,C+,32.1379,C+,30.8588,Dist-,25.7704,Merit,91.797,68.462,67.595,181,33.2044,C+,6.63,15.47,181,9.392,243,51.029,603,83.25,57,5.263,3,5.5625,L2Merit-
2021/22,Calderdale,E08000033,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,522,183,119,122,104,21,30.8588,C,30.7932,C,33.8796,Dist,28.4454,Merit+,100,78.992,77.049,58,29.2529,C,5.172,13.793,58,6.897,57,36.842,140,74.286,13,0,0,NA,NA
2021/22,Kirklees,E08000034,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,1214,549,346,346,291,26,34.4253,C+,34.5211,C+,31.0871,Dist-,32.4888,Dist-,92.168,78.613,78.613,241,35.1314,B-,12.863,22.822,241,15.768,94,27.66,358,81.285,92,1.087,1,7.5,L2Dist*-
2021/22,Leeds,E08000035,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,2457,909,596,601,423,150,30.4439,C,30.4562,C,29.8193,Merit+,28.6325,Merit+,91.089,78.523,77.87,358,30.9218,C,6.145,12.849,358,8.101,382,39.267,657,64.992,115,2.609,3,5,L2Pass
2021/22,Wakefield,E08000036,State-funded institutions,All state-funded schools and colleges,Disadvantage,Disadvantaged,840,253,130,130,133,50,35.7699,B-,35.717,B-,32.7647,Dist-,34.415,Dist,96.047,86.154,86.154,82,33.3333,C+,10.976,17.073,82,15.854,147,34.014,229,58.079,30,6.667,2,6.0714,L2Merit
2017/18,Bradford,E08000032,State-funded institutions,All state-funded schools,Disadvantage,Non-Disadvantaged,2087,1712,1453,1465,595,66,30.6404,C,30.7262,C,29.0768,Merit+,30.8743,Dist-,81.192,71.094,70.648,916,32.0415,C+,9.607,16.921,916,13.646,326,20.245,776,77.062,52,3.846,6,5.7143,L2Merit-
2017/18,Calderdale,E08000033,State-funded institutions,All state-funded schools,Disadvantage,Non-Disadvantaged,1108,967,908,913,206,23,30.1604,C,30.2591,C,28.6845,Merit+,24.6237,Merit,78.387,69.273,69.003,647,29.253,C,6.801,12.056,638,9.875,197,11.675,347,59.366,18,38.889,7,6,L2Merit
2017/18,Kirklees,E08000034,State-funded institutions,All state-funded schools,Disadvantage,Non-Disadvantaged,807,743,700,702,180,39,30.2794,C,30.2846,C,27.4683,Merit+,34.1781,Dist,85.599,76.143,75.926,470,33.0567,C+,8.298,16.17,469,13.006,54,72.222,181,99.448,13,0,0,NA,NA
2017/18,Leeds,E08000035,State-funded institutions,All state-funded schools,Disadvantage,Non-Disadvantaged,2703,2374,2228,2249,414,106,31.8361,C+,31.8495,C+,27.1975,Merit+,31.4377,Dist-,78.728,72.935,72.432,1626,31.7323,C+,9.656,16.851,1620,13.457,357,29.692,634,65.615,37,40.541,21,6.2179,L2Merit+
2017/18,Wakefield,E08000036,State-funded institutions,All state-funded schools,Disadvantage,Non-Disadvantaged,1739,1276,1222,1222,136,27,31.9205,C+,31.953,C+,33.417,Dist,32.3316,Dist-,79.781,77.66,77.66,940,31.0674,C,8.404,14.362,935,9.733,631,4.279,740,18.378,58,36.207,21,4.7407,L2Pass-
2018/19,Bradford,E08000032,State-funded institutions,All state-funded schools,Disadvantage,Non-Disadvantaged,2228,1847,1517,1530,730,137,30.1615,C,30.2015,C,29.5099,Merit+,32.1795,Dist-,85.273,74.489,74.052,963,31.1665,C,6.957,12.876,963,10.488,244,56.148,798,92.356,59,0,0,NA,NA
