date,new_la_code,la_name,geography_code,geography_name,apprenticeships_or_further_education,level_or_type,age_group,starts,participation,achievements,starts_rate_per_100000_population,participation_rate_per_100000_population,achievements_rate_per_100000_population
2021/22,,,E08000035,Leeds,Further education and skills,Further education and skills: Full Level 2,25+,NA,1150,380,NA,286,94
2021/22,,,E08000035,Leeds,Further education and skills,Further education and skills: Full Level 3,Total,NA,4540,1370,NA,916,277
2021/22,,,E08000035,Leeds,Further education and skills,Further education and skills: Full Level 3,19-24,NA,2220,740,NA,2345,783
2021/22,,,E08000035,Leeds,Further education and skills,Further education and skills: Full Level 3,25+,NA,2320,630,NA,579,157
2021/22,,,E08000035,Leeds,Further education and skills,Further education and skills: No Level Assigned,Total,NA,3120,2660,NA,629,537
2021/22,,,E08000035,Leeds,Further education and skills,Further education and skills: No Level Assigned,19-24,NA,430,340,NA,455,357
2021/22,,,E08000035,Leeds,Further education and skills,Further education and skills: No Level Assigned,25+,NA,2690,2320,NA,670,579
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Total,Total,5370,11300,2240,1031,2170,431
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Total,Under 19,1160,1860,490,4602,7407,1963
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Total,19-24,1620,3790,710,1714,4009,753
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Total,25+,2590,5640,1040,646,1408,259
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Intermediate,Total,1390,2670,620,266,512,119
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Intermediate,Under 19,540,900,230,2162,3577,926
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Intermediate,19-24,370,840,170,388,892,182
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Intermediate,25+,480,920,210,119,230,53
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Higher,Total,1720,3960,630,331,761,121
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Higher,Under 19,90,110,20,338,417,83
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Higher,19-24,510,1200,190,541,1267,205
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Higher,25+,1130,2660,420,281,664,104
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Advanced,Total,2260,4740,1000,434,910,191
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Advanced,Under 19,530,880,240,2102,3509,954
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Advanced,19-24,740,1780,350,785,1882,366
2021/22,,,E08000035,Leeds,Apprenticeships,Apprenticeships: Advanced,25+,990,2070,410,246,517,102
2021/22,,,E08000035,Leeds,Education and training,Education and training: Total,Total,NA,12870,10590,NA,2597,2137
2021/22,,,E08000035,Leeds,Education and training,Education and training: Total,19-24,NA,3160,2480,NA,3336,2624
2021/22,,,E08000035,Leeds,Education and training,Education and training: Total,25+,NA,9710,8110,NA,2423,2022
2021/22,,,E08000035,Leeds,Education and training,Education and training: Level 2,Total,NA,5770,4480,NA,1165,904
2021/22,,,E08000035,Leeds,Education and training,Education and training: Level 2,19-24,NA,1260,960,NA,1331,1019
2021/22,,,E08000035,Leeds,Education and training,Education and training: Level 2,25+,NA,4510,3510,NA,1126,877
2021/22,,,E08000035,Leeds,Education and training,Education and training: Level 3,Total,NA,1470,930,NA,297,188
2021/22,,,E08000035,Leeds,Education and training,Education and training: Level 3,19-24,NA,740,470,NA,782,500
2021/22,,,E08000035,Leeds,Education and training,Education and training: Level 3,25+,NA,730,460,NA,183,115
2021/22,,,E08000035,Leeds,Education and training,Education and training: Below Level 2 (excluding Basic Skills),Total,NA,3250,2900,NA,657,585
2021/22,,,E08000035,Leeds,Education and training,Education and training: Below Level 2 (excluding Basic Skills),19-24,NA,960,840,NA,1015,891
2021/22,,,E08000035,Leeds,Education and training,Education and training: Below Level 2 (excluding Basic Skills),25+,NA,2290,2050,NA,572,512
2021/22,,,E08000035,Leeds,Education and training,Education and training: Basic Skills,Total,NA,5320,4680,NA,1073,944
2021/22,,,E08000035,Leeds,Education and training,Education and training: Basic Skills,19-24,NA,1200,1000,NA,1270,1055
2021/22,,,E08000035,Leeds,Education and training,Education and training: Basic Skills,25+,NA,4120,3680,NA,1027,918
2021/22,,,E08000035,Leeds,Education and training,Education and training: Level 4+,Total,NA,200,70,NA,41,15
2021/22,,,E08000035,Leeds,Education and training,Education and training: Level 4+,19-24,NA,30,10,NA,34,14
2021/22,,,E08000035,Leeds,Education and training,Education and training: Level 4+,25+,NA,170,60,NA,42,15
2021/22,,,E08000035,Leeds,Education and training,Education and training: Full Level 2,Total,NA,320,200,NA,65,41
2021/22,,,E08000035,Leeds,Education and training,Education and training: Full Level 2,19-24,NA,100,60,NA,105,63
2021/22,,,E08000035,Leeds,Education and training,Education and training: Full Level 2,25+,NA,220,140,NA,55,36
2021/22,,,E08000035,Leeds,Education and training,Education and training: Full Level 3,Total,NA,680,420,NA,138,86
2021/22,,,E08000035,Leeds,Education and training,Education and training: Full Level 3,19-24,NA,440,280,NA,463,292
2021/22,,,E08000035,Leeds,Education and training,Education and training: Full Level 3,25+,NA,240,150,NA,61,37
2021/22,,,E08000035,Leeds,Education and training,Education and training: No Level Assigned,Total,NA,550,480,NA,112,98
2021/22,,,E08000035,Leeds,Education and training,Education and training: No Level Assigned,19-24,NA,180,110,NA,188,119
2021/22,,,E08000035,Leeds,Education and training,Education and training: No Level Assigned,25+,NA,380,370,NA,94,93
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Total,Total,NA,4280,3520,NA,821,676
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Total,Under 19,NA,10,10,NA,48,36
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Total,19-24,NA,420,350,NA,441,365
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Total,25+,NA,3850,3160,NA,959,789
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Personal and community development learning,Total,NA,1980,1640,NA,381,315
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Personal and community development learning,Under 19,NA,low,low,NA,low,low
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Personal and community development learning,19-24,NA,170,140,NA,176,144
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Personal and community development learning,25+,NA,1810,1500,NA,453,375
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Family english maths and language,Total,NA,320,260,NA,61,49
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Family english maths and language,19-24,NA,20,10,NA,16,12
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Family english maths and language,25+,NA,300,250,NA,76,61
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Wider family learning,Total,NA,30,20,NA,6,4
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Wider family learning,19-24,NA,10,10,NA,7,5
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Wider family learning,25+,NA,20,20,NA,6,4
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Neighbourhood learning in deprived communities,Total,NA,2080,1700,NA,399,326
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Neighbourhood learning in deprived communities,Under 19,NA,10,10,NA,44,32
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Neighbourhood learning in deprived communities,19-24,NA,240,200,NA,250,210
2021/22,,,E08000035,Leeds,Community Learning,Community learning: Neighbourhood learning in deprived communities,25+,NA,1830,1490,NA,456,372
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Total,Total,NA,10160,6010,NA,4928,2912
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Total,19-24,NA,2740,1350,NA,13299,6550
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Total,25+,NA,7430,4660,NA,4001,2510
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 2,Total,NA,3220,2060,NA,1561,1000
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 2,19-24,NA,770,440,NA,3735,2125
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 2,25+,NA,2450,1630,NA,1321,875
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 3,Total,NA,2620,840,NA,1269,406
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 3,19-24,NA,1160,400,NA,5636,1955
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 3,25+,NA,1460,440,NA,785,235
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),Total,NA,1070,910,NA,516,440
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),19-24,NA,250,180,NA,1201,895
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Below Level 2 (excluding Basic Skills),25+,NA,820,720,NA,441,390
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Basic Skills,Total,NA,2350,1250,NA,1137,607
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Basic Skills,19-24,NA,440,240,NA,2159,1157
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Basic Skills,25+,NA,1900,1010,NA,1024,546
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 4+,Total,NA,1810,300,NA,880,146
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 4+,19-24,NA,540,70,NA,2636,360
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Level 4+,25+,NA,1270,230,NA,685,122
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Full Level 2,Total,NA,910,300,NA,442,144
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Full Level 2,19-24,NA,380,150,NA,1862,739
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Full Level 2,25+,NA,530,140,NA,285,78
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Full Level 3,Total,NA,2280,680,NA,1104,331
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Full Level 3,19-24,NA,1080,370,NA,5261,1794
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: Full Level 3,25+,NA,1200,310,NA,644,169
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: No Level Assigned,Total,NA,1940,1810,NA,941,880
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: No Level Assigned,19-24,NA,240,210,NA,1177,1031
2021/22,,,E08000036,Wakefield,Further education and skills,Further education and skills: No Level Assigned,25+,NA,1700,1600,NA,915,863
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Total,Total,2710,5570,1090,1247,2566,503
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Total,Under 19,630,1000,250,5772,9248,2314
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Total,19-24,760,1810,350,3681,8777,1678
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Total,25+,1330,2760,500,714,1488,267
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Intermediate,Total,690,1290,280,318,595,129
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Intermediate,Under 19,290,460,100,2683,4241,894
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Intermediate,19-24,150,360,90,725,1741,423
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Intermediate,25+,250,470,100,135,255,52
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Higher,Total,770,1760,270,353,810,124
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Higher,Under 19,20,30,20,175,277,157
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Higher,19-24,210,520,70,1016,2548,340
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Higher,25+,540,1210,180,290,649,99
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Advanced,Total,1250,2560,540,576,1178,249
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Advanced,Under 19,320,530,140,2914,4840,1263
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Advanced,19-24,400,940,190,1940,4590,914
2021/22,,,E08000036,Wakefield,Apprenticeships,Apprenticeships: Advanced,25+,540,1090,220,289,586,116
2021/22,,,E08000036,Wakefield,Education and training,Education and training: Total,Total,NA,4370,3280,NA,2120,1592
2021/22,,,E08000036,Wakefield,Education and training,Education and training: Total,19-24,NA,870,600,NA,4235,2903
2021/22,,,E08000036,Wakefield,Education and training,Education and training: Total,25+,NA,3500,2690,NA,1885,1447
2021/22,,,E08000036,Wakefield,Education and training,Education and training: Level 2,Total,NA,2390,1820,NA,1158,880
2021/22,,,E08000036,Wakefield,Education and training,Education and training: Level 2,19-24,NA,400,300,NA,1960,1439
2021/22,,,E08000036,Wakefield,Education and training,Education and training: Level 2,25+,NA,1990,1520,NA,1070,818
2021/22,,,E08000036,Wakefield,Education and training,Education and training: Level 3,Total,NA,600,340,NA,292,164
2021/22,,,E08000036,Wakefield,Education and training,Education and training: Level 3,19-24,NA,230,140,NA,1109,700
2021/22,,,E08000036,Wakefield,Education and training,Education and training: Level 3,25+,NA,380,190,NA,202,104
2021/22,,,E08000036,Wakefield,Education and training,Education and training: Below Level 2 (excluding Basic Skills),Total,NA,980,840,NA,474,409
2021/22,,,E08000036,Wakefield,Education and training,Education and training: Below Level 2 (excluding Basic Skills),19-24,NA,190,140,NA,938,690
2021/22,,,E08000036,Wakefield,Education and training,Education and training: Below Level 2 (excluding Basic Skills),25+,NA,790,700,NA,423,378
2021/22,,,E08000036,Wakefield,Education and training,Education and training: Basic Skills,Total,NA,1210,980,NA,585,473
2021/22,,,E08000036,Wakefield,Education and training,Education and training: Basic Skills,19-24,NA,230,190,NA,1128,914
2021/22,,,E08000036,Wakefield,Education and training,Education and training: Basic Skills,25+,NA,970,790,NA,525,424
